study,ratio,mode,mode_label,config,run_idx,prompt_len,new_tokens,batch_size,prefill_time_s,decode_time_s,prefill_tok_s,decode_tok_s,decode_ms_per_token,total_time_s
decode_sweep,0.8,flashsvd,FlashSVD-v1.5,tok256,2,512,256,1,0.08443526900373399,4.5287824522238225,6063.816768054091,56.527334377541855,17.690556453999307,4.6132177212275565
decode_sweep,0.8,flashsvd,FlashSVD-v1.5,tok512,1,512,512,1,0.08504883293062449,9.074577584164217,6020.070850562353,56.42135903862637,17.723784344070737,9.159626417094842
decode_sweep,0.8,flashsvd,FlashSVD-v1.5,tok512,2,512,512,1,0.08499344089068472,9.083207702031359,6023.994259257189,56.367752097697476,17.740640043029998,9.168201142922044
decode_sweep,0.8,flashsvd,FlashSVD-v1.5,tok1024,1,512,1024,1,0.08518992410972714,18.305823580129072,6010.100435592933,55.9384829378313,17.876780839969797,18.3910135042388
decode_sweep,0.8,flashsvd,FlashSVD-v1.5,tok1024,2,512,1024,1,0.0850063650868833,18.32484859204851,6023.078383326884,55.880407134405054,17.895359953172374,18.409854957135394
decode_sweep,0.8,flashsvd,FlashSVD-v1.5,tok2048,1,512,2048,1,0.08541223499923944,37.05643466091715,5994.45735150894,55.2670546624388,18.09396223677595,37.14184689591639
decode_sweep,0.8,flashsvd,FlashSVD-v1.5,tok2048,2,512,2048,1,0.0851639958564192,37.02125353598967,6011.930215947097,55.31957468725543,18.076783953119957,37.10641753184609
decode_sweep,0.8,flashsvd,FlashSVD-v1.5,tok4096,1,512,4096,1,0.0855787331238389,75.7784670710098,5982.7948055634015,54.05229425084249,18.500602312258252,75.86404580413364
decode_sweep,0.8,flashsvd,FlashSVD-v1.5,tok4096,2,512,4096,1,0.08686739508993924,75.72282097302377,5894.041135570998,54.09201542371485,18.487016839117132,75.80968836811371
decode_sweep,0.8,flashsvd,FlashSVD-v1.5,tok8192,1,512,8192,1,0.08704543206840754,157.5894091341179,5881.985853061512,51.9831887498742,19.236988419692125,157.6764545661863
decode_sweep,0.8,flashsvd,FlashSVD-v1.5,tok8192,2,512,8192,1,0.08694900409318507,157.64212785102427,5888.509078853611,51.96580451985299,19.243423809939486,157.72907685511746
decode_sweep,0.8,flashsvd,FlashSVD-v1.5,tok16384,1,512,16384,1,0.08948955102823675,340.90467689489014,5721.338347517779,48.06035560800363,20.807170220635385,340.9941664459184
decode_sweep,0.8,flashsvd,FlashSVD-v1.5,tok16384,2,512,16384,1,0.08897510007955134,340.9678131749388,5754.418927792475,48.05145637483951,20.811023753353197,341.05678827501833
stage,0.7,static,StaticCache,ctx4096,1,4096,128,1,1.1101065268740058,3.890481205889955,3689.735985549147,32.90081437900681,30.394384421015275,5.000587732763961
stage,0.7,static,StaticCache,ctx4096,2,4096,128,1,1.110046936897561,3.8495954410173,3689.9340594081505,33.25024719121512,30.074964382947655,4.959642377914861
stage,0.7,static,StaticCache,ctx4096,3,4096,128,1,1.1130844810977578,3.866570992162451,3679.8644393643867,33.104267388199084,30.20758587626915,4.979655473260209
stage,0.7,static,StaticCache,ctx4096,4,4096,128,1,1.109961309004575,3.8346526080276817,3690.2187191311523,33.379816396415535,29.958223500216263,4.944613917032257
stage,0.7,static,StaticCache,ctx4096,5,4096,128,1,1.1098651408683509,3.832274353830144,3690.5384710031685,33.40053142909019,29.939643389298,4.942139494698495
stage,0.7,static,StaticCache,ctx8192,1,8192,128,1,2.419185534119606,4.3217145290691406,3386.263634790312,29.617874836256266,33.76339475835266,6.740900063188747
stage,0.7,static,StaticCache,ctx8192,2,8192,128,1,2.4189768489450216,4.322611777111888,3386.5557678126365,29.611727029884232,33.770404508686624,6.74158862605691
stage,0.7,static,StaticCache,ctx8192,3,8192,128,1,2.41920369816944,4.3209043520037085,3386.2382097872587,29.623428239193327,33.75706525002897,6.7401080501731485
stage,0.7,static,StaticCache,ctx8192,4,8192,128,1,2.4186198390088975,4.330866481177509,3387.0556537553744,29.555286582097168,33.83489438419929,6.749486320186406
stage,0.7,static,StaticCache,ctx8192,5,8192,128,1,2.4190962091088295,4.32421762496233,3386.388672411607,29.600730375154296,33.7829501950182,6.743313834071159
decode_sweep,0.7,static,StaticCache,tok64,1,512,64,1,0.14989841217175126,1.9665422281250358,3415.6465874592345,32.54443209237345,30.727222314453684,2.116440640296787
decode_sweep,0.7,static,StaticCache,tok64,2,512,64,1,0.1505556278862059,1.9332133079878986,3400.736373581356,33.10550353422284,30.206457937310915,2.0837689358741045
decode_sweep,0.7,static,StaticCache,tok128,1,512,128,1,0.15045082406140864,3.857949570985511,3403.1053215834827,33.178246020282344,30.140231023324304,4.00840039504692
decode_sweep,0.7,static,StaticCache,tok128,2,512,128,1,0.15044274902902544,3.8148154912050813,3403.2879836649226,33.55339210902843,29.803246025039698,3.965258240234107
decode_sweep,0.7,static,StaticCache,tok256,1,512,256,1,0.15112283593043685,7.828330900054425,3387.9724189114477,32.70173466967527,30.579417578337598,7.979453735984862
decode_sweep,0.7,static,StaticCache,tok256,2,512,256,1,0.15127751184627414,7.690578061854467,3384.508336706955,33.28748475615492,30.04132055411901,7.841855573700741
decode_sweep,0.7,static,StaticCache,tok512,1,512,512,1,0.1529116511810571,15.412288226885721,3348.3387043787757,33.220245589934514,30.102125443136174,15.565199878066778
decode_sweep,0.7,static,StaticCache,tok512,2,512,512,1,0.15302043198607862,15.394822994014248,3345.9584014674615,33.25793354032545,30.06801366018408,15.547843426000327
decode_sweep,0.7,static,StaticCache,tok1024,1,512,1024,1,0.15551969083026052,30.586850981926546,3292.187614742716,33.47843818917714,29.869971662037642,30.742370672756806
decode_sweep,0.7,static,StaticCache,tok1024,2,512,1024,1,0.15545741585083306,31.062861817190424,3293.5064383887757,32.96541078624348,30.334825993350023,31.218319233041257
decode_sweep,0.7,static,StaticCache,tok2048,1,512,2048,1,0.16000548982992768,62.272747544106096,3199.890207168596,32.887580535120236,30.406615011770555,62.432753033936024
decode_sweep,0.7,static,StaticCache,tok2048,2,512,2048,1,0.16002443595789373,63.58211586717516,3199.5113554702325,32.21031530750455,31.045955013269122,63.742140303133056
decode_sweep,0.7,static,StaticCache,tok4096,1,512,4096,1,0.17026632209308445,127.51958132605068,3007.0538536686663,32.12055715213705,31.132710284680343,127.68984764814377
decode_sweep,0.7,static,StaticCache,tok4096,2,512,4096,1,0.17017204011790454,125.72405141289346,3008.7198792778076,32.5792873676034,30.694348489475942,125.89422345301136
decode_sweep,0.7,static,StaticCache,tok8192,1,512,8192,1,0.18963022902607918,284.42038647807203,2699.991465651747,28.80243607513549,34.71928545874903,284.6100167070981
decode_sweep,0.7,static,StaticCache,tok8192,2,512,8192,1,0.18992083403281868,283.9457798891235,2695.8601072251263,28.850578456206854,34.66135008412152,284.13570072315633
decode_sweep,0.7,static,StaticCache,tok16384,1,512,16384,1,0.22919236705638468,794.6630400558934,2233.9312891429777,20.61754375646767,48.50238281591146,794.8922324229497
decode_sweep,0.7,static,StaticCache,tok16384,2,512,16384,1,0.2290634319651872,794.0901929431129,2235.188723086159,20.632417004517418,48.467419002875545,794.3192563750781
stage,0.7,densekv,DenseKVCacheBaseline,ctx4096,1,4096,128,1,1.0248630410060287,3.3008718190249056,3996.631585015764,38.77763421840835,25.788061086132075,4.325734860030934
stage,0.7,densekv,DenseKVCacheBaseline,ctx4096,2,4096,128,1,1.024751755176112,3.2975525739602745,3997.065610583969,38.816666945896586,25.762129484064644,4.3223043291363865
stage,0.7,densekv,DenseKVCacheBaseline,ctx4096,3,4096,128,1,1.0249182030092925,3.4002869790419936,3996.41648277259,37.64388146910561,26.564742023765575,4.425205182051286
stage,0.7,densekv,DenseKVCacheBaseline,ctx4096,4,4096,128,1,1.024965309072286,3.33258594898507,3996.2328127059845,38.408611798589035,26.03582772644586,4.357551258057356
stage,0.7,densekv,DenseKVCacheBaseline,ctx4096,5,4096,128,1,1.0248320419341326,3.3287191519048065,3996.752474941895,38.45322905260843,26.0056183742563,4.353551193838939
stage,0.7,densekv,DenseKVCacheBaseline,ctx8192,1,8192,128,1,2.06643307604827,3.289625962032005,3964.319045679388,38.91019875126906,25.70020282837504,5.356059038080275
stage,0.7,densekv,DenseKVCacheBaseline,ctx8192,2,8192,128,1,2.0665251361206174,3.281841394957155,3964.142442215063,39.00249420849025,25.639385898102773,5.348366531077772
stage,0.7,densekv,DenseKVCacheBaseline,ctx8192,3,8192,128,1,2.0663333209231496,3.2795242520514876,3964.5104287144554,39.03005136184931,25.621283219152247,5.345857572974637
stage,0.7,densekv,DenseKVCacheBaseline,ctx8192,4,8192,128,1,2.0659778940025717,3.309592151083052,3965.1924755734112,38.675460345804986,25.856188680336345,5.375570045085624
stage,0.7,densekv,DenseKVCacheBaseline,ctx8192,5,8192,128,1,2.06635026098229,3.2989606119226664,3964.4779274283023,38.80009950327972,25.77312978064583,5.365310872904956
decode_sweep,0.7,densekv,DenseKVCacheBaseline,tok64,1,512,64,1,0.14861574000678957,1.652310045901686,3445.1263370663773,38.73365059950017,25.817344467213843,1.8009257859084755
decode_sweep,0.7,densekv,DenseKVCacheBaseline,tok64,2,512,64,1,0.14859733497723937,1.650466457940638,3445.5530449346415,38.77691648448022,25.78853840532247,1.7990637929178774
decode_sweep,0.7,densekv,DenseKVCacheBaseline,tok128,1,512,128,1,0.14859824790619314,3.3082487671636045,3445.53187681738,38.69116532906425,25.84569349346566,3.4568470150697976
decode_sweep,0.7,densekv,DenseKVCacheBaseline,tok128,2,512,128,1,0.14861939591355622,3.303504928946495,3445.0415899806403,38.74672590266722,25.808632257394493,3.4521243248600513
decode_sweep,0.7,densekv,DenseKVCacheBaseline,tok256,1,512,256,1,0.14869628800079226,6.6522552750539035,3443.260130321962,38.483189447044424,25.98537216817931,6.800951563054696
decode_sweep,0.7,densekv,DenseKVCacheBaseline,tok256,2,512,256,1,0.1486826529726386,6.6230759469326586,3443.5758964713996,38.65273508128215,25.871390417705697,6.771758599905297
decode_sweep,0.7,densekv,DenseKVCacheBaseline,tok512,1,512,512,1,0.14887724304571748,13.314285326050594,3439.074968917675,38.45493674363625,26.004463527442567,13.463162569096312
decode_sweep,0.7,densekv,DenseKVCacheBaseline,tok512,2,512,512,1,0.1487691029906273,13.242574140895158,3441.574827753427,38.66317791031754,25.864402618935856,13.391343243885785
decode_sweep,0.7,densekv,DenseKVCacheBaseline,tok1024,1,512,1024,1,0.1490177719388157,26.568723788950592,3435.831802734367,38.541557665101756,25.946019325147063,26.717741560889408
decode_sweep,0.7,densekv,DenseKVCacheBaseline,tok1024,2,512,1024,1,0.1489875060506165,26.512625433970243,3436.5297706644938,38.62310816973877,25.891235775361565,26.66161294002086
decode_sweep,0.7,densekv,DenseKVCacheBaseline,tok2048,1,512,2048,1,0.14943942008540034,52.87211148184724,3426.137492419381,38.73497658029312,25.816460684495723,53.02155090193264
decode_sweep,0.7,densekv,DenseKVCacheBaseline,tok2048,2,512,2048,1,0.14933562697842717,53.10278478497639,3428.5187691612455,38.566715630691576,25.929094133289254,53.25212041195482
decode_sweep,0.7,densekv,DenseKVCacheBaseline,tok4096,1,512,4096,1,0.1502447249367833,106.96499286103062,3407.7735522190756,38.292902102293795,26.114500210212555,107.1152375859674
decode_sweep,0.7,densekv,DenseKVCacheBaseline,tok4096,2,512,4096,1,0.15027916803956032,107.71381339104846,3406.992510533584,38.02669194460436,26.29731772242394,107.86409255908802
decode_sweep,0.7,densekv,DenseKVCacheBaseline,tok8192,1,512,8192,1,0.1510182002093643,212.40464600292034,3390.319837544005,38.567894601925836,25.928301514028362,212.5556642031297
decode_sweep,0.7,densekv,DenseKVCacheBaseline,tok8192,2,512,8192,1,0.151020681951195,211.73831728403457,3390.2641239923805,38.6892656231461,25.84696255908625,211.88933796598576
decode_sweep,0.7,densekv,DenseKVCacheBaseline,tok16384,1,512,16384,1,0.15304941614158452,421.1605043578893,3345.324751362356,38.90203338268723,25.70559718981258,421.3135537740309
decode_sweep,0.7,densekv,DenseKVCacheBaseline,tok16384,2,512,16384,1,0.15367739321663976,421.4426301389467,3331.654638872167,38.87599124606429,25.72281678094157,421.59630753216334
stage,0.7,flashsvd,FlashSVD-v1.5,ctx4096,1,4096,128,1,0.9634528770111501,2.1691560440231115,4251.375544911676,59.009124932570415,16.94653159393056,3.1326089210342616
stage,0.7,flashsvd,FlashSVD-v1.5,ctx4096,2,4096,128,1,0.9634459121152759,2.1702984750736505,4251.406278746986,58.978062911672204,16.955456836512894,3.1337443871889263
stage,0.7,flashsvd,FlashSVD-v1.5,ctx4096,3,4096,128,1,0.9634350421838462,2.172997303074226,4251.454245130505,58.90481309797914,16.97654143026739,3.136432345258072
stage,0.7,flashsvd,FlashSVD-v1.5,ctx4096,4,4096,128,1,0.963575490983203,2.17122970498167,4250.834561826148,58.95276750604359,16.962732070169295,3.134805195964873
stage,0.7,flashsvd,FlashSVD-v1.5,ctx4096,5,4096,128,1,0.9635131671093404,2.16665473789908,4251.109522756716,59.0772483317377,16.926990139836562,3.1301679050084203
stage,0.7,flashsvd,FlashSVD-v1.5,ctx8192,1,8192,128,1,1.952631298219785,2.3163878940977156,4195.364484564316,55.25844800266444,18.096780422638403,4.269019192317501
stage,0.7,flashsvd,FlashSVD-v1.5,ctx8192,2,8192,128,1,1.952504782937467,2.317038374952972,4195.636329082614,55.24293485324686,18.101862304320093,4.269543157890439
stage,0.7,flashsvd,FlashSVD-v1.5,ctx8192,3,8192,128,1,1.9522463239263743,2.3148732332047075,4196.1917917838255,55.29460454419656,18.084947134411777,4.267119557131082
stage,0.7,flashsvd,FlashSVD-v1.5,ctx8192,4,8192,128,1,1.9522982500493526,2.319820344913751,4196.080183851474,55.17668653981864,18.12359644463868,4.2721185949631035
stage,0.7,flashsvd,FlashSVD-v1.5,ctx8192,5,8192,128,1,1.9522930879611522,2.315470094094053,4196.091278771668,55.28035120232511,18.08961011010979,4.267763182055205
decode_sweep,0.7,flashsvd,FlashSVD-v1.5,tok64,1,512,64,1,0.14037892781198025,1.0070488010533154,3647.2710539986388,63.55203435331005,15.735137516458053,1.1474277288652956
decode_sweep,0.7,flashsvd,FlashSVD-v1.5,tok64,2,512,64,1,0.14063023286871612,1.0082324978429824,3640.7534109537614,63.477422258181434,15.7536327787966,1.1488627307116985
decode_sweep,0.7,flashsvd,FlashSVD-v1.5,tok128,1,512,128,1,0.14034443395212293,2.0159288039430976,3648.1674804051268,63.49430582550126,15.74944378080545,2.1562732378952205
decode_sweep,0.7,flashsvd,FlashSVD-v1.5,tok128,2,512,128,1,0.14036231697537005,2.0158272949047387,3647.702681410159,63.497503145996866,15.74865074144327,2.1561896118801087
decode_sweep,0.7,flashsvd,FlashSVD-v1.5,tok256,1,512,256,1,0.14054245012812316,4.083211289020255,3643.0274236235655,62.69575142691816,15.950044097735372,4.223753739148378
decode_sweep,0.7,flashsvd,FlashSVD-v1.5,tok256,2,512,256,1,0.14070175518281758,4.082853725878522,3638.902722533522,62.701242118321446,15.948647366712976,4.223555481061339
decode_sweep,0.7,flashsvd,FlashSVD-v1.5,tok512,1,512,512,1,0.14098230306990445,8.194012067047879,3631.661484109326,62.48465291612174,16.00392981845289,8.334994370117784
decode_sweep,0.7,flashsvd,FlashSVD-v1.5,tok512,2,512,512,1,0.14064926700666547,8.171159212943166,3640.2607059142083,62.659408127672855,15.959295337779622,8.311808479949832
