ratio,mode,baseline_label,config,prompt_len,new_tokens,run,prefill_time_s,decode_time_s,prefill_tok_s,decode_tok_s,decode_ms_per_token,total_time_s,lowrank_cache,flashsvd_dense_cache,baseline_dense_kvcache
0.5,flashsvd,FlashSVD-v1.5,long,2048,128,2,0.15372251602821052,1.5743780080229044,13322.706737535831,81.30194867288684,12.29982818767894,1.728100524051115,False,True,False
0.5,flashsvd,FlashSVD-v1.5,long,2048,128,3,0.15373074100352824,1.5611911427695304,13321.993939735168,81.98867934449709,12.196805802886956,1.7149218837730587,False,True,False
0.5,flashsvd,FlashSVD-v1.5,long,2048,128,4,0.15408375393599272,1.5660503939725459,13291.472641890274,81.73427910918424,12.234768702910515,1.7201341479085386,False,True,False
0.5,flashsvd,FlashSVD-v1.5,long,2048,128,5,0.15415104804560542,1.5729742830153555,13285.670295242504,81.37450267440288,12.288861586057465,1.7271253310609609,False,True,False
0.6,static,StaticCache,short,512,32,1,0.13360762502998114,0.9860277189873159,3832.1166167358247,32.45344870513893,30.81336621835362,1.119635344017297,False,False,False
0.6,static,StaticCache,short,512,32,2,0.13365363981574774,0.9616592458914965,3830.797280985636,33.275820033669746,30.051851434109267,1.0953128857072443,False,False,False
0.6,static,StaticCache,short,512,32,3,0.13374000997282565,0.9504332751967013,3828.323327507095,33.668854863459295,29.701039849896915,1.084173285169527,False,False,False
0.6,static,StaticCache,short,512,32,4,0.1335805249400437,0.9877965380437672,3832.894055700157,32.39533524117509,30.868641813867725,1.121377062983811,False,False,False
0.6,static,StaticCache,short,512,32,5,0.13366888789460063,0.9783675400540233,3830.3602885042146,32.70754464956291,30.573985626688227,1.112036427948624,False,False,False
0.6,static,StaticCache,long,2048,128,1,0.47487362404353917,3.8094471578951925,4312.726368252088,33.600676080967865,29.76130592105619,4.284320781938732,False,False,False
0.6,static,StaticCache,long,2048,128,2,0.47466247295960784,3.7929129761178046,4314.644861706347,33.74714917161454,29.63213262592035,4.2675754490774125,False,False,False
0.6,static,StaticCache,long,2048,128,3,0.47493104892782867,3.9662236489821225,4312.204907688016,32.27251192273271,30.986122257672832,4.441154697909951,False,False,False
0.6,static,StaticCache,long,2048,128,4,0.4753511759918183,3.7820562680717558,4308.393674901206,33.84402317876131,29.547314594310592,4.257407444063574,False,False,False
0.6,static,StaticCache,long,2048,128,5,0.4749420201405883,3.8059692080132663,4312.105295281661,33.631380866272586,29.734134437603643,4.280911228153855,False,False,False
0.6,densekv,DenseKVCacheBaseline,short,512,32,1,0.13248138292692602,0.8267418488394469,3864.6939569041833,38.70615724233695,25.835682776232716,0.9592232317663729,False,False,True
0.6,densekv,DenseKVCacheBaseline,short,512,32,2,0.13242051098495722,0.827882758108899,3866.4705051482733,38.652816098134934,25.871336190903094,0.9603032690938562,False,False,True
0.6,densekv,DenseKVCacheBaseline,short,512,32,3,0.1323948628269136,0.829302943078801,3867.2195360734136,38.5866229790521,25.915716971212532,0.9616978059057146,False,False,True
0.6,densekv,DenseKVCacheBaseline,short,512,32,4,0.1323993420228362,0.8238842971622944,3867.0887043508897,38.840405273189006,25.7463842863217,0.9562836391851306,False,False,True
0.6,densekv,DenseKVCacheBaseline,short,512,32,5,0.13238600688055158,0.8279631771147251,3867.478233269504,38.649061799479014,25.87384928483516,0.9603491839952767,False,False,True
0.6,densekv,DenseKVCacheBaseline,long,2048,128,1,0.4539093419443816,3.288838163949549,4511.91418803393,38.919519179467756,25.694048155855853,3.742747505893931,False,False,True
0.6,densekv,DenseKVCacheBaseline,long,2048,128,2,0.45386822591535747,3.282032103044912,4512.322923398331,39.0002279018684,25.640875805038377,3.7359003289602697,False,False,True
0.6,densekv,DenseKVCacheBaseline,long,2048,128,3,0.453887582058087,3.2912950948812068,4512.130494325584,38.890466005030135,25.713242928759428,3.7451826769392937,False,False,True
0.6,densekv,DenseKVCacheBaseline,long,2048,128,4,0.45396137796342373,3.2707858248613775,4511.3970029516695,39.13432638330114,25.55301425672951,3.724747202824801,False,False,True
0.6,densekv,DenseKVCacheBaseline,long,2048,128,5,0.4540076139383018,3.265750788152218,4510.937563876003,39.1946625150853,25.513678032439202,3.7197584020905197,False,False,True
0.6,flashsvd,FlashSVD-v1.5,short,512,32,1,0.12520874990150332,0.4545340060722083,4089.171087506023,70.40177318419694,14.204187689756509,0.5797427559737116,False,True,False
0.6,flashsvd,FlashSVD-v1.5,short,512,32,2,0.12522777589038014,0.44413678790442646,4088.549815403463,72.04987488423512,13.879274622013327,0.5693645637948066,False,True,False
0.6,flashsvd,FlashSVD-v1.5,short,512,32,3,0.12518267310224473,0.44447769806720316,4090.022902625004,71.99461331614827,13.889928064600099,0.5696603711694479,False,True,False
0.6,flashsvd,FlashSVD-v1.5,short,512,32,4,0.12519607692956924,0.44405516679398715,4089.585013818225,72.06311826306467,13.876723962312099,0.5692512437235564,False,True,False
0.6,flashsvd,FlashSVD-v1.5,short,512,32,5,0.12510098097845912,0.44449721393175423,4092.693726263907,71.99145235792886,13.89053793536732,0.5695981949102134,False,True,False
0.6,flashsvd,FlashSVD-v1.5,long,2048,128,1,0.4288441191893071,1.8837914050091058,4775.628039091612,67.94807517416254,14.717120351633639,2.312635524198413,False,True,False
0.6,flashsvd,FlashSVD-v1.5,long,2048,128,2,0.42891218583099544,1.879989466862753,4774.870166097297,68.0854878477596,14.687417709865258,2.3089016526937485,False,True,False
0.6,flashsvd,FlashSVD-v1.5,long,2048,128,3,0.4288702988997102,1.8790116489399225,4775.336518416533,68.12091882038808,14.679778507343144,2.3078819478396326,False,True,False
0.6,flashsvd,FlashSVD-v1.5,long,2048,128,4,0.4288135739043355,1.8743309860583395,4775.968217034311,68.29103341517074,14.643210828580777,2.303144559962675,False,True,False
0.6,flashsvd,FlashSVD-v1.5,long,2048,128,5,0.42873498797416687,1.890902697807178,4776.843638717447,67.69253655856417,14.772677326618577,2.3196376857813448,False,True,False
0.7,static,StaticCache,short,512,32,1,0.14999548601917922,0.9835580619983375,3413.4360545658883,32.5349374240136,30.736189437448047,1.1335535480175167,False,False,False
0.7,static,StaticCache,short,512,32,2,0.14994781906716526,0.9821331868879497,3414.5211526595317,32.58213898809107,30.69166209024843,1.132081005955115,False,False,False
0.7,static,StaticCache,short,512,32,3,0.14996215514838696,0.975260925013572,3414.1947312865573,32.81173189580489,30.476903906674124,1.125223080161959,False,False,False
0.7,static,StaticCache,short,512,32,4,0.14997869613580406,0.9814277240075171,3413.8181834598004,32.60555944897568,30.66961637523491,1.1314064201433212,False,False,False
0.7,static,StaticCache,short,512,32,5,0.1498991888947785,0.9740458880551159,3415.628888822058,32.8526616583687,30.438934001722373,1.1239450769498944,False,False,False
0.7,static,StaticCache,long,2048,128,1,0.5561342760920525,3.7379809070844203,3682.56388437567,34.24308555386347,29.202975836597034,4.294115183176473,False,False,False
0.7,static,StaticCache,long,2048,128,2,0.5560151468962431,3.765372950118035,3683.352893230035,33.993976611529945,29.41697617279715,4.321388097014278,False,False,False
0.7,static,StaticCache,long,2048,128,3,0.5560524649918079,3.7305605709552765,3683.105694046644,34.311197356386394,29.145004460588098,4.286613035947084,False,False,False
0.7,static,StaticCache,long,2048,128,4,0.5560010110493749,3.7249524241779,3683.446539305178,34.362854990892856,29.101190813889843,4.280953435227275,False,False,False
0.7,static,StaticCache,long,2048,128,5,0.5559818740002811,3.735585358226672,3683.5733245486426,34.26504489265992,29.184260611145874,4.291567232226953,False,False,False
0.7,densekv,DenseKVCacheBaseline,short,512,32,1,0.14872214291244745,0.8391994729172438,3442.6615295707097,38.13157781041126,26.22498352866387,0.9879216158296913,False,False,True
0.7,densekv,DenseKVCacheBaseline,short,512,32,2,0.1486577931791544,0.842910012928769,3444.151759894384,37.96372033689935,26.34093790402403,0.9915678061079234,False,False,True
0.7,densekv,DenseKVCacheBaseline,short,512,32,3,0.14864983898587525,0.8377277429681271,3444.336055074035,38.19856781467186,26.178991967753973,0.9863775819540024,False,False,True
0.7,densekv,DenseKVCacheBaseline,short,512,32,4,0.14866325398907065,0.8424470159225166,3444.0252467340783,37.984584662524554,26.326469247578643,0.9911102699115872,False,False,True
0.7,densekv,DenseKVCacheBaseline,short,512,32,5,0.1486426261253655,0.8374688941985369,3444.5031909499376,38.210374405158305,26.170902943704277,0.9861115203239024,False,False,True
0.7,densekv,DenseKVCacheBaseline,long,2048,128,1,0.5350645710714161,3.3199300749693066,3827.5754193537314,38.555028904090214,25.936953710697708,3.8549946460407227,False,False,True
0.7,densekv,DenseKVCacheBaseline,long,2048,128,2,0.5350251279305667,3.252047229092568,3827.857596000203,39.35982197765201,25.40661897728569,3.787072357023135,False,False,True
0.7,densekv,DenseKVCacheBaseline,long,2048,128,3,0.5350533199962229,3.2814850320573896,3827.655905423515,39.00672980359382,25.636601812948356,3.8165383520536125,False,False,True
0.7,densekv,DenseKVCacheBaseline,long,2048,128,4,0.5350265000015497,3.2829153158236295,3827.8477794914234,38.98973555091137,25.647775904872105,3.817941815825179,False,False,True
0.7,densekv,DenseKVCacheBaseline,long,2048,128,5,0.5349085920024663,3.252277644816786,3828.691538367657,39.35703343286079,25.40841910013114,3.7871862368192524,False,False,True
0.7,flashsvd,FlashSVD-v1.5,short,512,32,1,0.1404383999761194,0.5108047779649496,3645.726525558979,62.646242518498475,15.962649311404675,0.651243177941069,False,True,False
0.7,flashsvd,FlashSVD-v1.5,short,512,32,2,0.14043346093967557,0.5219117891974747,3645.854745543401,61.31304305121229,16.309743412421085,0.6623452501371503,False,True,False
0.7,flashsvd,FlashSVD-v1.5,short,512,32,3,0.14034441695548594,0.5291213949676603,3648.167922222334,60.47761497520966,16.535043592739385,0.6694658119231462,False,True,False
0.7,flashsvd,FlashSVD-v1.5,short,512,32,4,0.1403371929191053,0.5182568719610572,3648.355716329118,61.74544271629946,16.195527248783037,0.6585940648801625,False,True,False
0.7,flashsvd,FlashSVD-v1.5,short,512,32,5,0.14039606181904674,0.5020917120855302,3646.8259391770193,63.73337625327875,15.690366002672818,0.6424877739045769,False,True,False
0.7,flashsvd,FlashSVD-v1.5,long,2048,128,1,0.5034777740947902,2.1031615589745343,4067.7068688526083,60.86075482589679,16.43094967948855,2.6066393330693245,False,True,False
0.7,flashsvd,FlashSVD-v1.5,long,2048,128,2,0.5039923749864101,2.1164277009665966,4063.553540974153,60.47926888385601,16.534591413801536,2.6204200759530067,False,True,False
0.7,flashsvd,FlashSVD-v1.5,long,2048,128,3,0.5034523969516158,2.100124395918101,4067.911906667956,60.948770581774454,16.407221843110165,2.603576792869717,False,True,False
0.7,flashsvd,FlashSVD-v1.5,long,2048,128,4,0.5034285329747945,2.092019323958084,4068.104737524956,61.184903281784706,16.34390096842253,2.5954478569328785,False,True,False
0.7,flashsvd,FlashSVD-v1.5,long,2048,128,5,0.5031644138507545,2.1018145789857954,4070.240151378164,60.899758370581296,16.420426398326526,2.60497899283655,False,True,False
0.8,static,StaticCache,short,512,32,1,0.08824213896878064,0.952171262120828,5802.216559835902,33.607399501560764,29.755351941275876,1.0404134010896087,False,False,False
0.8,static,StaticCache,short,512,32,2,0.08821360697038472,0.9524093721993268,5804.093241214928,33.598997378726786,29.76279288122896,1.0406229791697115,False,False,False
0.8,static,StaticCache,short,512,32,3,0.08822104102000594,0.9513949670363218,5803.6041524820985,33.63482161323891,29.731092719885055,1.0396160080563277,False,False,False
0.8,static,StaticCache,short,512,32,4,0.08822514698840678,0.9505924331024289,5803.334054714347,33.66321767948674,29.706013534450904,1.0388175800908357,False,False,False
0.8,static,StaticCache,short,512,32,5,0.08820357802323997,0.952038026181981,5804.7531797984175,33.61210279418318,29.751188318186905,1.040241604205221,False,False,False
0.8,static,StaticCache,long,2048,128,1,0.3172207400202751,3.810058546019718,6456.072197136614,33.59528428604298,29.766082390779047,4.127279286039993,False,False,False
0.8,static,StaticCache,long,2048,128,2,0.3172342060133815,3.842020465992391,6455.798149060924,33.31580378943601,30.015784890565556,4.159254672005773,False,False,False
0.8,static,StaticCache,long,2048,128,3,0.3172992861364037,3.8428579249884933,6454.474023366021,33.30854340663226,30.022327538972604,4.160157211124897,False,False,False
0.8,static,StaticCache,long,2048,128,4,0.3172582199331373,3.7964512538164854,6455.309496572286,33.715696960766856,29.659775420441292,4.113709473749623,False,False,False
0.8,static,StaticCache,long,2048,128,5,0.31722495798021555,3.8082365880254656,6455.986354414548,33.61135713114053,29.75184834394895,4.125461546005681,False,False,False
0.8,densekv,DenseKVCacheBaseline,short,512,32,1,0.08693654602393508,0.8253309261053801,5889.352906417951,38.7723263333939,25.791591440793127,0.9122674721293151,False,False,True
0.8,densekv,DenseKVCacheBaseline,short,512,32,2,0.08693780796602368,0.827939328039065,5889.267419763972,38.65017509892963,25.87310400122078,0.9148771360050887,False,False,True
0.8,densekv,DenseKVCacheBaseline,short,512,32,3,0.08691900293342769,0.8238633230794221,5890.541569973449,38.84139408025952,25.74572884623194,0.9107823260128498,False,False,True
0.8,densekv,DenseKVCacheBaseline,short,512,32,4,0.08693508408032358,0.8307580279652029,5889.4519447055245,38.519037942225395,25.96118837391259,0.9176931120455265,False,False,True
0.8,densekv,DenseKVCacheBaseline,short,512,32,5,0.08693761797621846,0.8242519821505994,5889.280289920713,38.823079219666674,25.75787444220623,0.9111896001268178,False,False,True
0.8,densekv,DenseKVCacheBaseline,long,2048,128,1,0.29658535798080266,3.5272762610111386,6905.26334119489,36.28862343867196,27.55684578914952,3.823861618991941,False,False,True
0.8,densekv,DenseKVCacheBaseline,long,2048,128,2,0.2967835729941726,3.270804070169106,6900.651472513316,39.134108082903964,25.55315679819614,3.5675876431632787,False,False,True
0.8,densekv,DenseKVCacheBaseline,long,2048,128,3,0.2966217438224703,3.270812244853005,6904.416289945821,39.13401027571135,25.5532206629141,3.567433988675475,False,False,True
0.8,densekv,DenseKVCacheBaseline,long,2048,128,4,0.2966794609092176,3.2674348519649357,6903.073080029216,39.17446125146908,25.52683478097606,3.5641143128741533,False,False,True
0.8,densekv,DenseKVCacheBaseline,long,2048,128,5,0.2967258971184492,3.593349200906232,6901.992781514667,35.6213640376835,28.073040632079937,3.890075098024681,False,False,True
0.8,flashsvd,FlashSVD-v1.5,short,512,32,1,0.08422652701847255,0.5713497588876635,6078.844968731861,56.00772469441387,17.854679965239484,0.655576285906136,False,True,False
0.8,flashsvd,FlashSVD-v1.5,short,512,32,2,0.08431213512085378,0.5652681980282068,6072.672685445512,56.610295982727834,17.664631188381463,0.6495803331490606,False,True,False
0.8,flashsvd,FlashSVD-v1.5,short,512,32,3,0.08412290411069989,0.5577995229978114,6086.332912689791,57.36828139977731,17.431235093681607,0.6419224271085113,False,True,False
0.8,flashsvd,FlashSVD-v1.5,short,512,32,4,0.08400634001009166,0.5583025929518044,6094.778083874307,57.31658853814854,17.446956029743887,0.6423089329618961,False,True,False
0.8,flashsvd,FlashSVD-v1.5,short,512,32,5,0.08404113491997123,0.5619169329293072,6092.254709405765,56.947919033480716,17.55990415404085,0.6459580678492785,False,True,False
0.8,flashsvd,FlashSVD-v1.5,long,2048,128,1,0.2885794590692967,2.3342594020068645,7096.8322090735255,54.83537943124608,18.23640157817863,2.6228388610761613,False,True,False
0.8,flashsvd,FlashSVD-v1.5,long,2048,128,2,0.2885950580239296,2.3418449629098177,7096.448615659194,54.657760025649125,18.29566377273295,2.6304400209337473,False,True,False
0.8,flashsvd,FlashSVD-v1.5,long,2048,128,3,0.2884479749482125,2.3295545449946076,7100.067179766801,54.94612705035258,18.19964488277037,2.61800251994282,False,True,False
0.8,flashsvd,FlashSVD-v1.5,long,2048,128,4,0.2883276930078864,2.3387760599143803,7103.029121604294,54.729481028074964,18.271687968081096,2.6271037529222667,False,True,False
0.8,flashsvd,FlashSVD-v1.5,long,2048,128,5,0.2886452889069915,2.3259870409965515,7095.213671268043,55.03040117762624,18.17177375778556,2.614632329903543,False,True,False
